"01102","+42.170731","-072.604842","SPRINGFIELD","MA","HAMPDEN","STANDARD"
"01103","+42.103044","-072.590783","SPRINGFIELD","MA","HAMPDEN","STANDARD"
"01104","+42.128605","-072.567966","SPRINGFIELD","MA","HAMPDEN","STANDARD"
"01105","+42.099793","-072.577732","SPRINGFIELD","MA","HAMPDEN","STANDARD"
"01106","+42.049194","-072.567882","LONGMEADOW","MA","HAMPDEN","STANDARD"
"01107","+42.126237","-072.586733","SPRINGFIELD","MA","HAMPDEN","STANDARD"
"01108","+42.080594","-072.558081","SPRINGFIELD","MA","HAMPDEN","STANDARD"
"01109","+42.119293","-072.548981","SPRINGFIELD","MA","HAMPDEN","STANDARD"
"01111","+42.170731","-072.604842","SPRINGFIELD","MA","HAMPDEN","UNIQUE"
"01114","+42.170731","-072.604842","SPRINGFIELD","MA","HAMPDEN","UNIQUE"
"01115","+42.102894","-072.591633","SPRINGFIELD","MA","HAMPDEN","UNIQUE"
"01116","+42.170731","-072.604842","LONGMEADOW","MA","HAMPDEN","STANDARD"
"01118","+42.093894","-072.523227","SPRINGFIELD","MA","HAMPDEN","STANDARD"
"01119","+42.124943","-072.526705","SPRINGFIELD","MA","HAMPDEN","STANDARD"
"01128","+42.094616","-072.487229","SPRINGFIELD","MA","HAMPDEN","STANDARD"
"01129","+42.124485","-072.489479","SPRINGFIELD","MA","HAMPDEN","STANDARD"
"01133","+42.170731","-072.604842","SPRINGFIELD","MA","HAMPDEN","UNIQUE"
"01138","+42.170731","-072.604842","SPRINGFIELD","MA","HAMPDEN","STANDARD"
"01139","+42.170731","-072.604842","SPRINGFIELD","MA","HAMPDEN","STANDARD"
"01144","+42.101796","-072.591510","SPRINGFIELD","MA","HAMPDEN","STANDARD"
"01151","+42.150593","-072.512780","INDIAN ORCHARD","MA","HAMPDEN","STANDARD"
"01152","+42.170731","-072.604842","SPRINGFIELD","MA","HAMPDEN","STANDARD"
"01199","+42.119943","-072.604983","SPRINGFIELD","MA","HAMPDEN","UNIQUE"
"01201","+42.479475","-073.248070","PITTSFIELD","MA","BERKSHIRE","STANDARD"
"01202","+42.392900","-073.228483","PITTSFIELD","MA","BERKSHIRE","STANDARD"
"01203","+42.392900","-073.228483","PITTSFIELD","MA","BERKSHIRE","STANDARD"
"01220","+42.385595","-073.172166","ADAMS","MA","BERKSHIRE","STANDARD"
"01222","+42.185969","-073.318695","ASHLEY FALLS","MA","BERKSHIRE","STANDARD"
"01223","+42.341800","-073.103468","BECKET","MA","BERKSHIRE","STANDARD"
"01224","+42.392900","-073.228483","BERKSHIRE","MA","BERKSHIRE","STANDARD"
"01225","+42.482125","-073.127483","CHESHIRE","MA","BERKSHIRE","STANDARD"
"01226","+42.470296","-073.088950","DALTON","MA","BERKSHIRE","STANDARD"
"01227","+42.516145","-073.092852","DALTON","MA","BERKSHIRE","STANDARD"
"01229","+42.279292","-073.343545","GLENDALE","MA","BERKSHIRE","PO BOX ONLY"
"01230","+42.299392","-073.266650","GREAT BARRINGTON","MA","BERKSHIRE","STANDARD"
"01235","+42.292370","-073.221640","HINSDALE","MA","BERKSHIRE","STANDARD"
"01236","+42.291299","-073.358798","HOUSATONIC","MA","BERKSHIRE","STANDARD"
"01237","+42.487569","-073.235048","LANESBORO","MA","BERKSHIRE","STANDARD"
"01238","+42.369856","-073.267465","LEE","MA","BERKSHIRE","STANDARD"
"01240","+42.459202","-073.219858","LENOX","MA","BERKSHIRE","STANDARD"
"01242","+42.338594","-073.250891","LENOX DALE","MA","BERKSHIRE","PO BOX ONLY"
"01243","+42.356088","-073.010448","MIDDLEFIELD","MA","HAMPSHIRE","PO BOX ONLY"
"01244","+42.122827","-073.253983","MILL RIVER","MA","BERKSHIRE","PO BOX ONLY"
"01245","+42.186690","-073.206498","MONTEREY","MA","BERKSHIRE","STANDARD"
"01247","+42.426974","-073.186320","NORTH ADAMS","MA","BERKSHIRE","STANDARD"
"01252","+42.198648","-073.446234","NORTH EGREMONT","MA","BERKSHIRE","STANDARD"
"01253","+42.213156","-073.090434","OTIS","MA","BERKSHIRE","STANDARD"
"01254","+42.233105","-073.238358","RICHMOND","MA","BERKSHIRE","STANDARD"
"01255","+42.148975","-073.148610","SANDISFIELD","MA","BERKSHIRE","STANDARD"
"01256","+42.367341","-073.128528","SAVOY","MA","BERKSHIRE","STANDARD"
"01257","+42.314564","-073.267694","SHEFFIELD","MA","BERKSHIRE","STANDARD"
"01258","+42.128075","-073.360890","SOUTH EGREMONT","MA","BERKSHIRE","STANDARD"
"01259","+42.198712","-073.278543","SOUTHFIELD","MA","BERKSHIRE","STANDARD"
"01260","+42.286586","-073.313274","SOUTH LEE","MA","BERKSHIRE","PO BOX ONLY"
"01262","+42.304604","-073.330001","STOCKBRIDGE","MA","BERKSHIRE","PO BOX ONLY"
"01263","+42.392900","-073.228483","STOCKBRIDGE","MA","BERKSHIRE","UNIQUE"
"01264","+42.220001","-073.197865","TYRINGHAM","MA","BERKSHIRE","STANDARD"
"01266","+42.360482","-073.265354","WEST STOCKBRIDGE","MA","BERKSHIRE","STANDARD"
"01267","+42.642075","-073.257699","WILLIAMSTOWN","MA","BERKSHIRE","STANDARD"
"01270","+42.443726","-073.116127","WINDSOR","MA","BERKSHIRE","STANDARD"
"01301","+42.601335","-072.623619","GREENFIELD","MA","FRANKLIN","STANDARD"
"01302","+42.522178","-072.624164","GREENFIELD","MA","FRANKLIN","STANDARD"
"01330","+42.562391","-072.738152","ASHFIELD","MA","FRANKLIN","STANDARD"
"01331","+42.547302","-072.183903","ATHOL","MA","WORCESTER","STANDARD"
